# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
23.2            	p               	-5.93219044e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.2            	U               	(-1.89773248e+00 -3.03482785e+00 -4.23288850e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.60829541e-03 3.10280537e+00 6.72715399e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.25           	p               	-5.28138858e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.25           	U               	(-1.91952979e+00 -3.06610558e+00 -3.79825290e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.69166754e-03 3.10282758e+00 6.03663882e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.3            	p               	-4.61889400e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.3            	U               	(-1.93931017e+00 -3.09386373e+00 -3.36190882e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.75671139e-03 3.10285837e+00 5.33614688e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.35           	p               	-3.94098006e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.35           	U               	(-1.95699514e+00 -3.11802173e+00 -2.91679407e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.80100075e-03 3.10289689e+00 4.61449790e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.4            	p               	-3.25392740e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.4            	U               	(-1.97253171e+00 -3.13852858e+00 -2.46019145e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.82407635e-03 3.10294272e+00 3.87456052e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.45           	p               	-2.55782013e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.45           	U               	(-1.98583457e+00 -3.15526188e+00 -1.99823274e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.82501629e-03 3.10299532e+00 3.12450864e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.5            	p               	-1.85750413e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
23.5            	U               	(-1.99685308e+00 -3.16822386e+00 -1.53578396e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.80369763e-03 3.10305433e+00 2.37444759e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.55           	p               	-1.15344087e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	2.16648155e-02	(6.14701024e+01 6.30962628e+01 0.00000000e+00)
23.55           	U               	(-2.00549047e+00 -3.17733592e+00 -1.07228616e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.75956953e-03 3.10311944e+00 1.62263597e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.6            	p               	-6.04131175e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	5.71944185e-01	(4.91184981e+01 3.19753497e+01 0.00000000e+00)
23.6            	U               	(-2.01160748e+00 -3.18282118e+00 -6.04100545e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.69225833e-03 3.10319040e+00 8.65249318e-18)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.65           	p               	-2.42154242e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	5.44975425e+00	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.65           	U               	(-2.01602973e+00 -3.18413233e+00 -1.40759219e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.60230617e-03 3.10326676e+00 1.09303064e-18)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
23.7            	p               	-6.81694606e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.25901013e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.7            	U               	(-1.86464266e+00 -3.18847692e+00 -1.30631754e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.43266738e-02 2.94322409e+00 3.53014966e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
23.75           	p               	-3.40720825e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.97423599e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.75           	U               	(-1.86203717e+00 -3.17478812e+00 -3.67257815e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.43843127e-02 2.94311474e+00 7.58433462e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
23.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	2.68123118e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.8            	U               	(-1.85717147e+00 -3.15673291e+00 -6.06902169e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.44503018e-02 2.94299240e+00 1.15601823e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
23.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.38097412e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.85           	U               	(-1.85009483e+00 -3.13445936e+00 -8.45507532e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.45175835e-02 2.94286526e+00 1.55024059e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
23.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.06881459e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.9            	U               	(-1.84084086e+00 -3.10807767e+00 -1.08176365e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.45860018e-02 2.94273512e+00 1.94013258e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
23.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.74127168e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
23.95           	U               	(-1.82938806e+00 -3.07762465e+00 -1.31286182e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.46578840e-02 2.94259903e+00 2.32001540e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.38723791e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24              	U               	(-1.81584428e+00 -3.04337041e+00 -1.53106416e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.47281805e-02 2.94246280e+00 2.67995252e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.03002532e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.05           	U               	(-1.80021943e+00 -3.00538572e+00 -1.75519251e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.47993740e-02 2.94232332e+00 3.04638224e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.65504013e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.1            	U               	(-1.78251830e+00 -2.96372190e+00 -1.97473662e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.48795900e-02 2.94217000e+00 3.40351832e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.26594640e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.15           	U               	(-1.76282379e+00 -2.91855417e+00 -2.19512408e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.49701368e-02 2.94200065e+00 3.75979969e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.2            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.85687021e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.2            	U               	(-1.74114424e+00 -2.86994641e+00 -2.40704358e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.50650162e-02 2.94182409e+00 4.10225892e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.25           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.42323583e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.25           	U               	(-1.71754567e+00 -2.81805622e+00 -2.61188692e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.51620063e-02 2.94164414e+00 4.42017398e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.3            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.96368301e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.3            	U               	(-1.90164730e+00 -2.76930725e+00 -4.39049520e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.52651392e-02 2.94145487e+00 4.73115559e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.35           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.46449432e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.35           	U               	(-1.87232302e+00 -2.72325191e+00 -4.68501771e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.53740692e-02 2.94125667e+00 5.02185183e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.4            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.92191656e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.4            	U               	(-1.84113817e+00 -2.67451493e+00 -4.94203486e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.54891697e-02 2.94104895e+00 5.29020974e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.45           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.03451971e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.45           	U               	(-1.80813111e+00 -2.62316449e+00 -5.18380927e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.56091226e-02 2.94083380e+00 5.52863072e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.5            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.07030945e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.5            	U               	(-1.77365566e+00 -2.56970429e+00 -5.43044880e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.57357581e-02 2.94060872e+00 5.76315250e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.10688753e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
24.55           	U               	(-1.73719485e+00 -2.51351830e+00 -5.67117484e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.58663937e-02 2.94037894e+00 5.99580952e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
24.6            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.14056847e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
24.6            	U               	(-1.69883444e+00 -2.45470268e+00 -5.92840521e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(5.94357163e-03 3.12253527e+00 1.18865877e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.65           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.17875260e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.65           	U               	(-1.65889452e+00 -2.39369751e+00 -6.21300918e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(7.09727196e-03 3.12261222e+00 1.24051223e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.7            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.20877607e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.7            	U               	(-1.61759889e+00 -2.33081897e+00 -6.44849522e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.22547009e-03 3.12265813e+00 1.28253077e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.75           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.23513285e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.75           	U               	(-1.57494510e+00 -2.26605274e+00 -6.63281419e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(9.34946138e-03 3.12268745e+00 1.31395501e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.26412326e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.8            	U               	(-1.53122222e+00 -2.19998264e+00 -6.83152328e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.04934166e-02 3.12271314e+00 1.34882912e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.28897316e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.85           	U               	(-1.48592482e+00 -2.13192512e+00 -7.00895011e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.16491773e-02 3.12273770e+00 1.38021087e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.30918604e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.9            	U               	(-1.43939018e+00 -2.06241873e+00 -7.16010436e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.28050398e-02 3.12275724e+00 1.40686695e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
24.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.32577117e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
24.95           	U               	(-1.39197282e+00 -1.99189288e+00 -7.30050513e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.40052805e-02 3.12278988e+00 1.43051959e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
25              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.33980215e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25              	U               	(-1.34394178e+00 -1.92065290e+00 -7.42493485e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.52150620e-02 3.12282627e+00 1.44969252e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
25.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.35698242e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.05           	U               	(-1.29511409e+00 -1.84851274e+00 -7.54720798e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(5.05368279e-01 7.70542405e-02 1.54044256e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.36627144e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.1            	U               	(-1.24595201e+00 -1.77603153e+00 -7.66211487e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(5.87089083e-01 8.22941039e-02 1.54408096e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37335982e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.15           	U               	(-1.19574909e+00 -1.70243610e+00 -7.73242111e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(6.66545660e-01 8.61849518e-02 1.54579524e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.2            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37617727e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.2            	U               	(-1.14550858e+00 -1.62906793e+00 -7.80267994e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(7.45594266e-01 8.91761597e-02 1.54250159e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.25           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37858382e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.25           	U               	(-1.09549230e+00 -1.55639912e+00 -7.84230731e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.23537245e-01 8.99826336e-02 1.53903429e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.3            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37662013e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.3            	U               	(-1.04522827e+00 -1.48350596e+00 -7.85093579e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(9.01440274e-01 8.96778814e-02 1.53149619e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.35           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37116711e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.35           	U               	(-9.95523680e-01 -1.41132492e+00 -7.85214556e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(9.79805772e-01 8.94455723e-02 1.51919580e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.4            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.36510905e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.4            	U               	(-9.47321654e-01 -1.34089552e+00 -7.82671222e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.05952763e+00 8.89636897e-02 1.50541792e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.45           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.34934255e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.45           	U               	(-8.99024451e-01 -1.27027841e+00 -7.78947968e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.13865832e+00 8.53785504e-02 1.48503635e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
25.5            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.33623737e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.5            	U               	(-8.46775354e-01 -1.19504009e+00 -7.75830960e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.38667438e-01 1.85710470e-01 3.19777329e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.31774394e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
25.55           	U               	(-7.94089163e-01 -1.11992488e+00 -7.65282366e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.96771719e-01 2.12214064e-01 3.13386469e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.6            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.29237921e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.6            	U               	(-7.40047523e-01 -1.04395407e+00 -7.55037399e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(9.52072243e-01 2.37414404e-01 3.05518461e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.65           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.26702098e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.65           	U               	(-1.42124168e-01 -9.84907490e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.00526277e+00 2.61296889e-01 2.97768721e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.7            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.23667224e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.7            	U               	(-1.26018950e-01 -9.82777148e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.05590601e+00 2.83598500e-01 2.89796370e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.75           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.20023230e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.75           	U               	(-1.09680771e-01 -9.79520659e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.10387842e+00 3.04361009e-01 2.80341480e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.16078699e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.8            	U               	(-9.30936131e-02 -9.75225414e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.14922499e+00 3.23619554e-01 2.70006406e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.11717975e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.85           	U               	(-7.63632156e-02 -9.69866188e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.19214689e+00 3.41332430e-01 2.59361787e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.07282469e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.9            	U               	(-5.95328401e-02 -9.63487648e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.23234064e+00 3.57548656e-01 2.48085789e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
25.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.02660235e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
25.95           	U               	(-4.27554934e-02 -9.56032205e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26979192e+00 3.72177994e-01 2.36802720e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.77311283e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26              	U               	(-2.62893884e-02 -9.47342992e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.30440271e+00 3.85337244e-01 2.24481914e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.25394641e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.05           	U               	(-1.02455646e-02 -9.37414012e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.33612363e+00 3.97083206e-01 2.11731929e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.70506901e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.1            	U               	(5.37100802e-03 -9.26348719e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.36486104e+00 4.07401900e-01 1.98423244e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.12930915e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.15           	U               	(2.05487563e-02 -9.14246528e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.39053126e+00 4.16296712e-01 1.84633117e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.2            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.52734589e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.2            	U               	(3.52679427e-02 -9.01200313e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.41310597e+00 4.23830980e-01 1.70369083e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.25           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.90148917e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.25           	U               	(4.95032770e-02 -8.87298079e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.43256467e+00 4.30042702e-01 1.55664163e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.3            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.25400289e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.3            	U               	(6.32260752e-02 -8.72624195e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.44888267e+00 4.34957735e-01 1.40554109e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.35           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.58739240e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.35           	U               	(7.64056898e-02 -8.57259947e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.46204093e+00 4.38592042e-01 1.25108612e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.4            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.90439939e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.4            	U               	(8.90089628e-02 -8.41282198e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.47203580e+00 4.40959694e-01 1.09399558e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.45           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.20490885e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.45           	U               	(1.01002432e-01 -8.24764821e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.47887091e+00 4.42041329e-01 9.33858685e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
