# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
26.5            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.49204086e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.5            	U               	(1.12353384e-01 -8.07779042e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.48260975e+00 4.41988157e-01 7.71037657e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
26.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	2.76806802e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.55           	U               	(1.23027300e-01 -7.90390318e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.49368779e+00 3.70516741e-01 3.57528730e-17)	(3.42802150e+01 1.33777123e+01 0.00000000e+00)
26.6            	p               	-5.65833619e-04	(5.10000000e+01 6.34226497e+01 0.00000000e+00)	2.03518289e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.6            	U               	(1.32993597e-01 -7.72663450e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.50590044e+00 3.78448839e-01 2.58546351e-17)	(3.42802150e+01 1.33777123e+01 0.00000000e+00)
26.65           	p               	-2.20400433e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.29520702e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
26.65           	U               	(1.42223739e-01 -7.54660187e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.51413364e+00 3.84832366e-01 1.58824670e-17)	(3.42802150e+01 1.33777123e+01 0.00000000e+00)
26.7            	p               	-5.85839992e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	5.63142389e+00	(5.31503232e+01 7.42898802e+00 0.00000000e+00)
26.7            	U               	(1.50691511e-01 -7.36439074e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.51829721e+00 3.89637232e-01 5.87057938e-18)	(3.42802150e+01 1.33777123e+01 0.00000000e+00)
26.75           	p               	-9.51044531e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.79466564e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
26.75           	U               	(1.58372458e-01 -7.18054544e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25278636e+00 3.74452718e+00 1.39835534e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
26.8            	p               	-1.31519751e+01	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.33199270e-01	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
26.8            	U               	(1.65246115e-01 -6.99558851e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26108156e+00 3.75970644e+00 2.18819034e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
26.85           	p               	-1.70268661e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)	7.16578611e-02	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
26.85           	U               	(1.71295872e-01 -6.81001703e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26779346e+00 3.77098453e+00 2.97288774e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
26.9            	p               	-2.43340382e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)	9.84145914e-03	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
26.9            	U               	(1.76509453e-01 -6.62430569e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27283085e+00 3.77831453e+00 3.75219075e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
26.95           	p               	-3.16066133e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
26.95           	U               	(1.80877560e-01 -6.43889241e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27616833e+00 3.78172622e+00 4.51996522e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27              	p               	-3.88329541e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27              	U               	(1.84397734e-01 -6.25421610e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27776240e+00 3.78122437e+00 5.27684782e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.05           	p               	-4.59439526e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.05           	U               	(1.87074745e-01 -6.07072016e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27761188e+00 3.77686949e+00 6.02222622e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.1            	p               	-5.29131571e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.1            	U               	(1.88927104e-01 -5.88891684e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27575278e+00 3.76872318e+00 6.75213697e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.15           	p               	-5.97324198e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.15           	U               	(1.89878547e-01 -5.70831472e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.27222334e+00 3.75688703e+00 7.46856903e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.2            	p               	-6.63705757e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.2            	U               	(1.89959761e-01 -5.52942207e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26707387e+00 3.74152672e+00 8.16627974e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.25           	p               	-7.28075026e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.25           	U               	(1.89198600e-01 -5.35265514e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.26016958e+00 3.72252260e+00 8.84910832e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.3            	p               	-7.90141587e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.3            	U               	(1.87631619e-01 -5.17845577e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25133034e+00 3.69963949e+00 9.51190632e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.35           	p               	-8.50246368e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.35           	U               	(1.85264875e-01 -5.00690172e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.24078539e+00 3.67323769e+00 1.01522680e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.4            	p               	-9.07937309e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.4            	U               	(-2.38536446e-01 -5.10438421e-01 -1.91022364e-17)	(4.47905171e+01 2.06786952e+01 0.00000000e+00)	(1.22858190e+00 3.64347974e+00 1.07701525e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.45           	p               	-9.62992133e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.45           	U               	(-2.74260389e-01 -5.52631027e-01 -2.01438749e-17)	(4.47905171e+01 2.06786952e+01 0.00000000e+00)	(1.21477583e+00 3.61054365e+00 1.13647285e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.5            	p               	-1.01517648e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.5            	U               	(-3.86392216e-01 -5.12686001e-01 -8.23424616e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.19941180e+00 3.57455119e+00 1.19362930e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.55           	p               	-1.06465647e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.55           	U               	(-4.24080409e-01 -5.62708586e-01 -8.58484673e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.18244713e+00 3.53551483e+00 1.24841097e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.6            	p               	-1.11086242e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.6            	U               	(-4.63523511e-01 -6.15144704e-01 -8.90965050e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.16404196e+00 3.49368551e+00 1.30025243e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.65           	p               	-1.15368940e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.65           	U               	(-5.04677973e-01 -6.69839631e-01 -9.20857288e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.14431923e+00 3.44930901e+00 1.34883696e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.7            	p               	-1.19312332e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.7            	U               	(-5.47724427e-01 -7.26868934e-01 -9.48572274e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.12344651e+00 3.40270841e+00 1.39478615e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.75           	p               	-1.23021675e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.75           	U               	(-5.91494174e-01 -7.85440552e-01 -9.71856811e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.10123674e+00 3.35376385e+00 1.43860941e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.8            	p               	-1.26342934e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.8            	U               	(-6.36272302e-01 -8.45549858e-01 -9.92574418e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.07788110e+00 3.30279275e+00 1.47884900e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.85           	p               	-1.29315112e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.85           	U               	(-6.81926747e-01 -9.07302920e-01 -1.01124038e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.05346402e+00 3.25000317e+00 1.51536849e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.9            	p               	-1.31962743e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.9            	U               	(-7.27974838e-01 -9.70736767e-01 -1.02833160e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.02800476e+00 3.19551750e+00 1.54852447e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
27.95           	p               	-1.34127189e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
27.95           	U               	(-7.74762306e-01 -1.03516295e+00 -1.04068363e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(1.00139574e+00 3.13929292e+00 1.57781633e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28              	p               	-1.35926289e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28              	U               	(-8.24043987e-01 -1.10025972e+00 -1.05080642e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.73862752e-01 3.08161785e+00 1.60679407e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.05           	p               	-1.37299105e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.05           	U               	(-8.72609887e-01 -1.16363677e+00 -1.05474822e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.45893796e-01 3.02312542e+00 1.62803167e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.1            	p               	-1.38675220e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.1            	U               	(-9.19168226e-01 -1.23119694e+00 -1.06407471e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.16793665e-01 2.96314227e+00 1.64966800e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.15           	p               	-1.39737902e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.15           	U               	(-9.65761457e-01 -1.30001784e+00 -1.06678485e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.86983489e-01 2.90212483e+00 1.66584164e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.2            	p               	-1.39978010e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.2            	U               	(-1.01212888e+00 -1.36928330e+00 -1.06511226e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.56681446e-01 2.84032830e+00 1.67610240e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.25           	p               	-1.40343830e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.25           	U               	(-1.05795231e+00 -1.43922441e+00 -1.06415428e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.25783252e-01 2.77791244e+00 1.68813680e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
28.3            	p               	-1.40038517e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.3            	U               	(-1.10341623e+00 -1.50916824e+00 -1.06112070e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(3.72722922e-04 3.10460764e+00 1.57963851e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.35           	p               	-1.39597361e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.35           	U               	(-1.14864766e+00 -1.57933367e+00 -1.05073634e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-8.26089594e-05 3.10449555e+00 1.57018358e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.4            	p               	-1.39761158e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.4            	U               	(-1.19372086e+00 -1.64946552e+00 -1.03963669e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-5.42044161e-04 3.10437657e+00 1.56472452e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.45           	p               	-1.38439792e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.45           	U               	(-1.23736897e+00 -1.71936784e+00 -1.02765966e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-9.84734114e-04 3.10425213e+00 1.55100692e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.5            	p               	-1.37869963e+02	(5.77350269e-01 1.10000000e+01 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.5            	U               	(-1.28059073e+00 -1.78916419e+00 -1.01763507e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.40705329e-03 3.10412438e+00 1.54111651e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.55           	p               	-1.36662400e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.55           	U               	(-1.32335505e+00 -1.85867886e+00 -1.00143530e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.81353750e-03 3.10399709e+00 1.52382441e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.6            	p               	-1.34640060e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.6            	U               	(-1.36538726e+00 -1.92756150e+00 -9.81012819e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.21270697e-03 3.10387305e+00 1.49887969e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.65           	p               	-1.32406738e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.65           	U               	(-1.40637681e+00 -1.99572063e+00 -9.61117141e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.60095249e-03 3.10375286e+00 1.47335548e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.7            	p               	-1.30676732e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.7            	U               	(-1.44722105e+00 -2.06310698e+00 -9.42875773e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.97541827e-03 3.10363773e+00 1.45198814e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.75           	p               	-1.28371538e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.75           	U               	(-1.48789765e+00 -2.12941320e+00 -9.20815417e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.33363960e-03 3.10352871e+00 1.42650528e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.8            	p               	-1.25010233e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.8            	U               	(-1.52681419e+00 -2.19356853e+00 -8.89436932e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.66875811e-03 3.10342620e+00 1.38389860e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.85           	p               	-1.21714934e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.85           	U               	(-1.56368928e+00 -2.25555904e+00 -8.64101124e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.98511191e-03 3.10332869e+00 1.34742035e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.9            	p               	-1.18689869e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.9            	U               	(-7.35807967e-01 -3.92882070e-01 -4.30036208e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.28862119e-03 3.10323469e+00 1.32252647e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
28.95           	p               	-1.15707970e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
28.95           	U               	(-7.78011089e-01 -3.93797881e-01 -4.18231522e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.58242618e-03 3.10314926e+00 1.29379032e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
29              	p               	-1.11604963e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
29              	U               	(-8.19491874e-01 -3.93034363e-01 -4.02086032e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-4.85800666e-03 3.10307185e+00 1.24317084e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
29.05           	p               	-1.06862956e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
29.05           	U               	(-8.59886454e-01 -3.90436794e-01 -3.83846907e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.12348212e-03 3.10300100e+00 1.18681763e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
